term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
ηλεκτρον,ἤλεκτρον,ηλεκτρον,SUBSTANCE:4,false,,ηριδανος,3,4,4,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.890,draft
ηλεκτρον πτερυγοφορον,ἤλεκτρον πτερυγοφόρον,ηλεκτρον πτερυγοφορον,SUBSTANCE:1,true,ηλεκτρον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.820,draft
ηλιοσκοπιος,ἡλιοσκόπιος,ηλιοσκοπιος,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.740,draft
ηλιοσκοπος,ἡλιοσκόπος,ηλιοσκοπος,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.700,draft
ηλιοτροπιον,ἡλιοτρόπιον,ηλιοτροπιον,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.933,draft
ηλιοτροπιον μεγα,ἡλιοτρόπιον μέγα,ηλιοτροπιον μεγα,SUBSTANCE:2,true,ηλιοτροπιον,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.905,draft
ηλιοτροπιον μικρον,ἡλιοτρόπιον μικρόν,ηλιοτροπιον μικρον,SUBSTANCE:2,true,ηλιοτροπιον,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.840,draft
ηλιτις,ἡλῖτις,ηλιτις,SUBSTANCE:5,false,,κυπρος,5,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.770,draft
ηλιτις λεπις,ἡλῖτις λεπίς,ηλιτις λεπις,SUBSTANCE:2,true,λεπις,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.670,draft
ηλος,ἧλος,ηλος,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.670,draft
ημεροκαλλες,ἡμεροκαλλές,ημεροκαλλες,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.855,draft
ημεροκαλλος,ἡμερόκαλλος,ημεροκαλλος,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.757,draft
ημεροκαλλους η ριζα,ἡμεροκάλλους ἡ ῥίζα,ημεροκαλλους η ριζα,SUBSTANCE_PART:2,true,,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.900,draft
ημεροκαλλους ριζα,Ἡμεροκαλλοῦς ῥίζα,ημεροκαλλους ριζα,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.860,draft
ημεροκαταλλακτον,ἡμεροκατάλλακτον,ημεροκαταλλακτον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ημερος,ἥμερος,ημερος,SUBSTANCE:6,false,,,5,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.558,draft
ημερος ελαια,ἥμερος ἐλαία,ημερος ελαια,SUBSTANCE:1,true,ελαια,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
ημερος θερμος,ἥμερος θέρμος,ημερος θερμος,SUBSTANCE:1,true,θερμος,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
ημερος κοκκυμηλον,ἥμερος κοκκύμηλον,ημερος κοκκυμηλον,SUBSTANCE:1,true,κοκκυμηλον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
ημερος μαλαχη,ἥμερος μαλάχη,ημερος μαλαχη,SUBSTANCE:1,true,μαλαχη,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.720,draft
ημερος ολυνθος,ἥμερος ὄλυνθος,ημερος ολυνθος,SUBSTANCE:1,true,ολυνθος,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.730,draft
ημερος ονος,ἥμερος ὄνος,ημερος ονος,SUBSTANCE:1,true,ονος,αλεξανδρεια,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
ημιονιον,ἡμιόνιον,ημιονιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ημιονιτις,ἡμιονῖτις,ημιονιτις,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.893,draft
ημιονος,ἡμίονος,ημιονος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
ημιονου νεφρου,ἡμιόνου νεφροῦ,ημιονου νεφρου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
ημιονου οπλης,ἡμιόνου ὁπλῆς,ημιονου οπλης,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ηπαρ,ἧπαρ,ηπαρ,SUBSTANCE:3;SUBSTANCE_PART:4,false,,,4,7,7,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.866,draft
ηπαρ αιγος,ἧπαρ αἰγός,ηπαρ αιγος,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
ηπαρ αιθυιας,ἧπαρ αἰθυίας,ηπαρ αιθυιας,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
ηπαρ ανθρωπου,ἧπαρ ἀνθρώπου,ηπαρ ανθρωπου,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.740,draft
ηπαρ καπρου νεαρον,ἧπαρ κάπρου νεαρόν,ηπαρ καπρου νεαρον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
ηπαρ λυκου,ἧπαρ λύκου,ηπαρ λυκου,SUBSTANCE_PART:2,true,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.860,draft
ηπαρ λυττωντος κυνος,ἧπαρ λυττῶντος κυνός,ηπαρ λυττωντος κυνος,SUBSTANCE_PART:2,true,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.850,draft
ηπαρ ονειον,ἧπαρ ὄνειον,ηπαρ ονειον,SUBSTANCE_PART:2,true,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.825,draft
ηπαρ σαυρας,ἧπαρ σαύρας,ηπαρ σαυρας,SUBSTANCE_PART:2,true,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.875,draft
ηπαρ τραγειον,ἧπαρ τράγειον,ηπαρ τραγειον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
ηπατος αιγος,ἥπατος αίγὸς,ηπατος αιγος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ηρακλεια,Ἡράκλεια,ηρακλεια,SUBSTANCE:13,false,,,5,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.716,draft
ηρακλεια μηκων,Ἡράκλεια μήκων,ηρακλεια μηκων,SUBSTANCE:1,true,μηκων,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
ηρακλειον,Ἡράκλειον,ηρακλειον,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.713,draft
ηρακλεωτικη,Ἡρακλεωτική,ηρακλεωτικη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.400,draft
ηρακλεωτικος παναξ,Ἡρακλεωτικὸς πάναξ,ηρακλεωτικος παναξ,SUBSTANCE:1,true,παναξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
ηρανθεμον,ἠράνθεμον,ηρανθεμον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
ηρεμιον,ἠρέμιον,ηρεμιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ηριγερον,ἠρίγερον,ηριγερον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ηριγερων,ἠριγέρων,ηριγερων,SUBSTANCE:5,false,,,4,5,5,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.888,draft
ηρυγγη,ἡρύγγη,ηρυγγη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
ηρυγγιον,ἠρύγγιον,ηρυγγιον,SUBSTANCE:6,false,,,5,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.903,draft
θαλασσα,θάλασσα,θαλασσα,SUBSTANCE:21,false,,,5,21,21,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.773,draft
θαλασσα πελαγια,θάλασσα πελαγία,θαλασσα πελαγια,SUBSTANCE:1,true,θαλασσα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.660,draft
θαλασσιον υδωρ,Θαλάσσιον ὕδωρ,θαλασσιον υδωρ,SUBSTANCE:1,true,υδωρ,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.950,draft
θαλασσιος,θαλάσσιος,θαλασσιος,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.770,draft
θαλασσιου σκορπιου,θαλασσίου σκορπίου,θαλασσιου σκορπιου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
θαλαττα,θάλαττα,θαλαττα,SUBSTANCE:16,false,,,4,16,16,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.818,draft
θαλαττα πελαγια,θάλαττα πελαγία,θαλαττα πελαγια,SUBSTANCE:2,true,θαλαττα,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.795,draft
θαλαττια ψαμμος,θαλαττία ψάμμος,θαλαττια ψαμμος,SUBSTANCE:1,true,ψαμμος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.740,draft
θαλαττιον φαρμακον,θαλάττιον φάρμακον,θαλαττιον φαρμακον,SUBSTANCE:1,true,φαρμακον,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.520,draft
θαλαττιος δρακων,θαλάττιος δράκων,θαλαττιος δρακων,SUBSTANCE:1,true,δρακων,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
θαλαττιος κηρυξ,θαλάττιος κήρυξ,θαλαττιος κηρυξ,SUBSTANCE:1,true,κηρυξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
θαλαττιος λαγωος,θαλάττιος λαγωός,θαλαττιος λαγωος,SUBSTANCE:1,true,λαγωος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.840,draft
θαλαττιος υδωρ,θαλάττιος ὕδωρ,θαλαττιος υδωρ,SUBSTANCE:1,true,υδωρ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.950,draft
θαλαττιων κηρυκων τα οστρακα,θαλαττίων κηρύκων τὰ ὄστρακα,θαλαττιων κηρυκων τα οστρακα,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.820,draft
θαλιηκτρον,θαλίηκτρον,θαλιηκτρον,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
θαλιητρον,Θαλίητρον,θαλιητρον,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.870,draft
θαλλια,θαλλία,θαλλια,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
θαλλοι,θαλλοὶ,θαλλοι,SUBSTANCE_PART:3,false,,,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.857,draft
θαλλος,θαλλὸς,θαλλος,SUBSTANCE:1;SUBSTANCE_PART:1,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.725,draft
θαμνιον,θαμνίον,θαμνιον,SUBSTANCE:1,false,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.450,draft
θαμνος,θάμνος,θαμνος,SUBSTANCE:3,false,,,2,3,3,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.507,draft
θαμνωδες,θαμνῶδες,θαμνωδες,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
θανασιμον,θανάσιμον,θανασιμον,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.625,draft
θανασιμον φαρμακον,θανάσιμον φάρμακον,θανασιμον φαρμακον,SUBSTANCE:3,true,φαρμακον,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.717,draft
θαψια,θαψία,θαψια,SUBSTANCE:14,false,,,5,14,14,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.865,draft
θειον,θεῖον,θειον,SUBSTANCE:14,false,,,5,14,14,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.925,draft
θειον απυρον,θεῖον ἄπυρον,θειον απυρον,SUBSTANCE:3,true,θειον,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
θερινος,θερινός,θερινος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
θερμος,θέρμος,θερμος,SUBSTANCE:19,false,,,6,19,19,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.819,draft
θερμος αγριος,θέρμος ἄγριος,θερμος αγριος,SUBSTANCE:4,true,θερμος,,4,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.883,draft
θερμος εδωδιμος,θέρμος ἐδώδιμος,θερμος εδωδιμος,SUBSTANCE:1,true,θερμος,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.830,draft
θερμος ημερος,θέρμος ἥμερος,θερμος ημερος,SUBSTANCE:2,true,θερμος,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.875,draft
θερμος πικρος,θέρμος πικρός,θερμος πικρος,SUBSTANCE:2,true,θερμος,,1,2,2,AET_LM,Aetius,entries_full_v3,0.750,draft
θερμοσποδια,θερμοσποδιά,θερμοσποδια,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
θηλυ,θήλυ,θηλυ,SUBSTANCE:1,true,θηλυ,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
θηλυγονον,θηλυγόνον,θηλυγονον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.760,draft
θηλυπτερις,θηλύπτερις,θηλυπτερις,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.887,draft
θηλυπτερον,θηλύπτερον,θηλυπτερον,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.940,draft
θηλυς,θῆλυς,θηλυς,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
θηλυφονον,θηλυφόνον,θηλυφονον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
θλασπι,θλάσπι,θλασπι,SUBSTANCE:3,false,,,3,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.900,draft
θλασπι σπερμα,θλάσπι σπέρμα,θλασπι σπερμα,SUBSTANCE_PART:2,true,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.900,draft
θλασπις,θλάσπις,θλασπις,SUBSTANCE:2,false,,,2,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul,entries_full_v3;paul_full_v3,0.850,draft
θμυρνη,θμύρνη,θμυρνη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
θορυβηθρον,θορύβηθρον,θορυβηθρον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
θπερμα,θπέρμα,θπερμα,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.580,draft
θρακιας,Θρᾳκίας,θρακιας,SUBSTANCE:1,false,,σιντια,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
θριδακιας,θριδακίας,θριδακιας,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
θριδακινη,θριδακίνη,θριδακινη,SUBSTANCE:8,false,,,3,8,8,AET_LM;GAL_ALIM;GAL_SMT,Aetius;Galen,entries_full_v3,0.821,draft
θριδακινη κηπευομενη,θριδακίνη κηπευομένη,θριδακινη κηπευομενη,SUBSTANCE:1,true,θριδακινη,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.850,draft
θριδακινης φυλλων,θριδακίνης φύλλων,θριδακινης φυλλων,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.780,draft
θριδακος σπερμα,θρίδακος σπέρμα,θριδακος σπερμα,SUBSTANCE_PART:3,true,,,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.870,draft
θριδακος σπερματι,θρίδακος σπέρματι,θριδακος σπερματι,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
θριδαξ,θρίδαξ,θριδαξ,SUBSTANCE:20,false,,,6,20,20,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.794,draft
θριδαξ αγρια,θρίδαξ ἀγρία,θριδαξ αγρια,SUBSTANCE:4,true,θριδαξ,,2,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.812,draft
θριδαξ ημερος,θρίδαξ ἥμερος,θριδαξ ημερος,SUBSTANCE:1,true,θριδαξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
θριδαξ κηπευομενη,θρῖδαξ κηπευομένη,θριδαξ κηπευομενη,SUBSTANCE:1,true,θριδαξ,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.750,draft
θριδαξ οξυφυλλος,θρίδαξ ὀξυφύλλος,θριδαξ οξυφυλλος,SUBSTANCE:1,true,θριδαξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
θριξ,θρίξ,θριξ,SUBSTANCE:4,false,,,2,4,4,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.767,draft
θριξ κεκαυμενη,θρίξ κεκαυμένη,θριξ κεκαυμενη,SUBSTANCE:1,true,θριξ,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.860,draft
θριξι λαγωαις,θριξὶ λαγῴαις,θριξι λαγωαις,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.650,draft
θρομβος,θρόμβος,θρομβος,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
θρομβος αιματος,θρόμβος αἵματος,θρομβος αιματος,SUBSTANCE:1,true,θρομβος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
θρυαλλις,θρυαλλίς,θρυαλλις,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.723,draft
θρυον,θρύον,θρυον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
θυα,θύα,θυα,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.860,draft
θυια,θύια,θυια,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.725,draft
θυιτης,θυίτης,θυιτης,SUBSTANCE:1,false,,αιθιοπια,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
θυλακια,θυλάκια,θυλακια,SUBSTANCE_PART:3,false,,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.790,draft
θυλακιοις,θυλακίοις,θυλακιοις,SUBSTANCE_PART:4,false,,,1,4,4,DIOSC_DMM,Dioscorides,diosc_full_v3,0.725,draft
θυλακιον,θυλάκιον,θυλακιον,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
θυλακισκον,θυλακίσκον,θυλακισκον,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
θυλακιτις,θυλακῖτις,θυλακιτις,SUBSTANCE:7,false,,,4,7,7,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.749,draft
θυμα,θύμα,θυμα,SUBSTANCE:1,false,,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.800,draft
θυμβρα,θύμβρα,θυμβρα,SUBSTANCE:11,false,,,4,11,11,AET_LM;DIOSC_DMM;GAL_ALIM;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.851,draft
θυμβρα αγρια,θύμβρα ἀγρία,θυμβρα αγρια,SUBSTANCE:1,true,θυμβρα,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
θυμβρα κηπευομενη,θύμβρα κηπευομένη,θυμβρα κηπευομενη,SUBSTANCE:1,true,θυμβρα,,1,1,1,AET_LM,Aetius,entries_full_v3,0.670,draft
θυμβρα κηπευτη,θύμβρα κηπευτή,θυμβρα κηπευτη,SUBSTANCE:1,true,θυμβρα,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
θυμβρα σπαρτη,θύμβρα σπαρτή,θυμβρα σπαρτη,SUBSTANCE:1,true,θυμβρα,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
θυμελαια,θυμελαία,θυμελαια,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.923,draft
θυμιαμα,θυμίαμα,θυμιαμα,SUBSTANCE:2,false,,,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.775,draft
θυμιαμα βασιλικον,θυμίαμα βασιλικόν,θυμιαμα βασιλικον,SUBSTANCE:1,true,θυμιαμα,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
θυμιτης,θυμίτης,θυμιτης,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
θυμον,θύμον,θυμον,SUBSTANCE:5,false,,,4,5,5,AET_LM;DIOSC_DMM;GAL_ALIM;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.836,draft
θυμος,θύμος,θυμος,SUBSTANCE:22,false,,,6,22,22,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.864,draft
θυμος ξηρος,θύμος ξηρός,θυμος ξηρος,SUBSTANCE:1,true,θυμος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.760,draft
θυμος σκληροτερος,θύμος σκληρότερος,θυμος σκληροτερος,SUBSTANCE:1,true,θυμος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
θυννος,θύννος,θυννος,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.830,draft
θυρσιτις,θυρσῖτις,θυρσιτις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
